"idno","district","gndr","agea","edu","wkhtot","income","stfdem","stfeco","trstprl","trstprt","trstplt","trstlgl","lrscale"
20510,"Distrikt 5","male",31,"ES-ISCED IV",24,"8th decile",2,4,5,6,6,2,3
20511,"Distrikt 5","male",NA,"ES-ISCED IV",18,"8th decile",5,4,6,8,7,5,4
20512,"Distrikt 5","male",46,"ES-ISCED IV",46,"8th decile",10,7,5,7,5,4,3
20513,"Distrikt 5","male",50,"ES-ISCED II",32,"5th decile",1,5,4,6,5,7,3
20514,"Distrikt 5","female",27,NA,35,"9th decile",10,9,7,4,3,9,4
20515,"Distrikt 5","male",47,"ES-ISCED II",27,"6th decile",8,8,6,7,6,6,6
20516,"Distrikt 5","male",57,"ES-ISCED II",31,"5th decile",0,1,7,6,7,6,7
20517,"Distrikt 5","female",65,"ES-ISCED IV",25,"6th decile",4,4,2,6,5,NA,5
20518,"Distrikt 5","male",44,"ES-ISCED III",28,"7th decile",5,6,4,2,3,3,6
20519,"Distrikt 5","male",54,"ES-ISCED II",29,"4th decile",NA,0,2,4,5,5,7
20520,"Distrikt 5","male",48,"ES-ISCED II",48,"6th decile",5,7,6,5,5,3,7
20521,"Distrikt 5","male",62,"ES-ISCED II",16,"7th decile",3,5,4,0,1,4,6
20522,"Distrikt 5","male",57,"ES-ISCED III",43,"6th decile",5,4,8,4,6,2,4
20523,"Distrikt 5","female",30,"ES-ISCED III",19,"5th decile",5,7,6,7,6,5,3
20524,"Distrikt 5","female",39,"ES-ISCED III",48,"3rd decile",7,6,4,4,4,NA,4
20525,"Distrikt 5","male",42,"ES-ISCED II",35,"4th decile",1,2,4,6,5,6,3
20526,"Distrikt 5","male",44,"ES-ISCED III",20,"7th decile",7,6,4,3,2,8,5
20527,"Distrikt 5","male",42,"ES-ISCED IV",36,"8th decile",7,5,7,7,4,7,7
20528,"Distrikt 5","female",35,NA,37,"8th decile",7,5,4,2,5,3,3
20529,"Distrikt 5","female",50,"ES-ISCED II",28,"2nd decile",0,2,8,7,8,5,4
20530,"Distrikt 5","female",39,"ES-ISCED V",19,"7th decile",5,2,0,4,6,2,3
20531,"Distrikt 5","female",32,"ES-ISCED V",29,"5th decile",8,4,4,7,4,4,6
20532,"Distrikt 5","male",56,"ES-ISCED IV",22,"8th decile",6,6,4,4,4,6,5
20533,"Distrikt 5","male",54,"ES-ISCED III",29,"8th decile",7,6,4,5,6,6,4
20534,"Distrikt 5","female",26,"ES-ISCED V",39,"6th decile",7,4,6,7,5,5,3
20535,"Distrikt 5","male",29,"ES-ISCED IV",22,"8th decile",4,7,5,6,6,8,2
20536,"Distrikt 5","male",41,"ES-ISCED III",25,"8th decile",9,7,9,7,7,4,5
20537,"Distrikt 5","male",40,"ES-ISCED III",23,"6th decile",1,4,6,9,8,6,3
20538,"Distrikt 5","female",33,"ES-ISCED III",33,"5th decile",3,3,9,7,5,7,5
20539,"Distrikt 5","female",45,"ES-ISCED IV",33,"5th decile",4,6,6,6,5,9,1
20540,"Distrikt 5","female",63,"ES-ISCED IV",45,"7th decile",5,5,4,5,4,4,2
20541,"Distrikt 5","female",50,"ES-ISCED III",35,"4th decile",8,7,2,3,2,7,5
20542,"Distrikt 5","female",44,"ES-ISCED V",16,"8th decile",7,4,2,6,5,4,3
20543,"Distrikt 5","male",69,"ES-ISCED III",22,"8th decile",8,7,2,4,6,7,3
20544,"Distrikt 5","female",51,"ES-ISCED IV",41,"6th decile",8,7,4,4,4,5,8
20545,"Distrikt 5","female",31,"ES-ISCED IV",44,"6th decile",3,3,6,6,5,6,0
20546,"Distrikt 5","male",38,"ES-ISCED IV",32,"7th decile",9,8,1,2,2,6,8
20547,"Distrikt 5","male",37,"ES-ISCED IV",22,"8th decile",4,4,3,3,5,4,7
20548,"Distrikt 5","male",18,"ES-ISCED V",36,"8th decile",5,6,1,3,4,4,3
20549,"Distrikt 5","female",48,"ES-ISCED II",22,"4th decile",5,4,5,5,5,4,6
20550,"Distrikt 5","male",36,"ES-ISCED IV",34,"7th decile",9,6,7,6,8,4,6
20551,"Distrikt 5","female",39,"ES-ISCED III",38,"5th decile",1,4,5,5,1,6,6
20552,"Distrikt 5","female",39,"ES-ISCED IV",38,"6th decile",9,9,4,6,7,4,4
20553,"Distrikt 5","male",48,"ES-ISCED III",41,"6th decile",7,6,6,4,3,7,4
20554,"Distrikt 5","female",69,"ES-ISCED I",25,"2nd decile",6,5,6,6,4,5,4
20555,"Distrikt 5","female",32,"ES-ISCED V",29,"5th decile",1,0,7,5,4,6,8
20556,"Distrikt 5","male",48,"ES-ISCED IV",28,"9th decile",9,9,0,3,5,5,8
20557,"Distrikt 5","female",69,"ES-ISCED I",50,"2nd decile",5,6,7,8,7,8,5
20558,"Distrikt 5","female",57,"ES-ISCED II",34,"4th decile",0,3,6,5,6,4,4
20559,"Distrikt 5","female",46,"ES-ISCED III",45,"3rd decile",5,5,5,3,4,3,4
20560,"Distrikt 5","female",42,"ES-ISCED IV",22,"6th decile",4,4,4,4,4,4,2
20561,"Distrikt 5","female",55,"ES-ISCED II",42,"3rd decile",2,4,3,6,8,6,7
20562,"Distrikt 5","female",39,"ES-ISCED V",34,"8th decile",7,8,4,5,3,4,3
20563,"Distrikt 5","male",64,"ES-ISCED III",32,"7th decile",9,9,2,0,2,2,7
20564,"Distrikt 5","male",40,"ES-ISCED II",27,"4th decile",NA,0,3,2,5,7,4
20565,"Distrikt 5","female",43,"ES-ISCED III",39,"2nd decile",6,7,5,5,6,7,4
20566,"Distrikt 5","female",48,"ES-ISCED IV",15,"7th decile",2,3,3,0,2,3,6
20567,"Distrikt 5","male",49,"ES-ISCED III",21,"7th decile",NA,9,3,5,2,6,4
20568,"Distrikt 5","female",42,"ES-ISCED III",30,"3rd decile",5,5,2,7,5,6,3
20569,"Distrikt 5","female",56,"ES-ISCED III",35,"4th decile",5,3,5,7,6,6,6
20570,"Distrikt 5","female",56,"ES-ISCED III",32,"5th decile",3,6,6,7,4,5,5
20571,"Distrikt 5","female",41,"ES-ISCED III",46,"4th decile",3,6,6,4,5,6,4
20572,"Distrikt 5","female",30,"ES-ISCED IV",45,"5th decile",2,5,8,8,7,5,3
20573,"Distrikt 5","male",52,"ES-ISCED I",35,"5th decile",0,3,6,5,6,4,5
20574,"Distrikt 5","female",41,"ES-ISCED III",49,"4th decile",5,6,6,4,3,1,7
20575,"Distrikt 5","male",63,"ES-ISCED II",33,"7th decile",5,5,7,7,3,5,6
20576,"Distrikt 5","male",56,"ES-ISCED II",30,"5th decile",3,3,1,3,4,5,5
20577,"Distrikt 5","female",49,"ES-ISCED III",54,"3rd decile",7,7,5,7,8,4,5
20578,"Distrikt 5","male",60,"ES-ISCED I",36,"4th decile",1,3,7,7,6,6,8
20579,"Distrikt 5","female",52,"ES-ISCED IV",48,"5th decile",5,2,3,5,9,6,5
20580,"Distrikt 5","female",33,"ES-ISCED III",31,"3rd decile",6,3,6,7,5,8,5
20581,"Distrikt 5","male",39,"ES-ISCED III",27,"7th decile",8,7,5,7,3,5,4
20582,"Distrikt 5","female",43,"ES-ISCED IV",45,"5th decile",9,8,2,9,6,5,3
20583,"Distrikt 5","male",54,"ES-ISCED III",31,"7th decile",6,4,5,7,6,6,7
20584,"Distrikt 5","male",48,"ES-ISCED II",28,"6th decile",5,5,5,4,3,4,6
20585,"Distrikt 5","male",30,"ES-ISCED III",25,"6th decile",4,5,7,6,4,5,6
20586,"Distrikt 5","female",39,"ES-ISCED IV",34,"5th decile",4,5,4,3,7,3,5
20587,"Distrikt 5","male",59,NA,33,"3rd decile",NA,5,9,7,6,9,6
20588,"Distrikt 5","female",70,"ES-ISCED III",37,"5th decile",3,4,1,0,2,0,3
20589,"Distrikt 5","male",57,"ES-ISCED I",14,"6th decile",6,6,5,6,4,8,6
20590,"Distrikt 5","male",68,"ES-ISCED II",36,"6th decile",5,6,3,2,3,1,6
20591,"Distrikt 5","female",35,"ES-ISCED III",19,"5th decile",2,1,7,5,5,7,4
20592,"Distrikt 5","female",32,"ES-ISCED IV",29,"4th decile",4,5,5,5,6,3,6
20593,"Distrikt 5","female",44,"ES-ISCED IV",41,"5th decile",0,2,9,8,6,6,9
20594,"Distrikt 5","male",29,"ES-ISCED IV",28,"7th decile",0,4,2,4,4,5,7
20595,"Distrikt 5","male",71,"ES-ISCED I",43,"5th decile",1,3,6,6,6,6,6
20596,"Distrikt 5","male",31,"ES-ISCED III",25,"6th decile",5,7,4,7,2,5,4
20597,"Distrikt 5","male",39,"ES-ISCED II",33,"5th decile",5,5,5,4,4,6,6
20598,"Distrikt 5","male",60,"ES-ISCED III",27,"8th decile",6,7,5,5,4,5,8
20599,"Distrikt 5","female",44,"ES-ISCED III",39,"3rd decile",1,2,5,7,6,4,9
20600,"Distrikt 5","female",36,"ES-ISCED V",36,"6th decile",8,6,7,6,4,0,4
20601,"Distrikt 5","female",39,"ES-ISCED III",37,"4th decile",2,5,5,5,5,4,4
20602,"Distrikt 5","male",46,"ES-ISCED III",30,"7th decile",6,7,6,6,3,4,5
20603,"Distrikt 5","male",77,"ES-ISCED II",31,"6th decile",6,5,3,5,3,4,6
20604,"Distrikt 5","female",39,"ES-ISCED V",25,"8th decile",10,8,7,6,6,4,4
20605,"Distrikt 5","male",54,"ES-ISCED I",33,"4th decile",4,4,6,9,5,3,4
20606,"Distrikt 5","male",58,"ES-ISCED II",29,"5th decile",5,3,2,4,3,NA,5
20607,"Distrikt 5","female",NA,"ES-ISCED V",19,"6th decile",7,7,4,6,4,4,3
20608,"Distrikt 5","male",37,"ES-ISCED III",36,"6th decile",6,6,7,5,5,8,5
20609,"Distrikt 5","male",50,"ES-ISCED II",34,"4th decile",7,6,5,4,4,5,4
20610,"Distrikt 5","female",44,"ES-ISCED IV",19,"6th decile",3,4,3,4,7,6,5
20611,"Distrikt 5","female",47,"ES-ISCED IV",33,"5th decile",9,7,4,5,8,6,4
20612,"Distrikt 5","male",41,"ES-ISCED III",29,"6th decile",3,5,8,5,6,6,7
20613,"Distrikt 5","female",25,"ES-ISCED IV",27,"3rd decile",1,4,4,2,7,3,4
20614,"Distrikt 5","female",35,"ES-ISCED V",25,"8th decile",8,6,5,8,4,6,4
20615,"Distrikt 5","male",34,"ES-ISCED V",35,"8th decile",3,5,3,3,3,5,6
20616,"Distrikt 5","male",48,"ES-ISCED II",47,"5th decile",3,4,4,4,4,4,4
20617,"Distrikt 5","female",45,"ES-ISCED III",29,"5th decile",4,2,4,3,4,2,4
20618,"Distrikt 5","female",57,"ES-ISCED III",27,"6th decile",9,7,5,3,3,2,8
20619,"Distrikt 5","male",30,"ES-ISCED III",32,"6th decile",3,3,5,6,1,5,3
20620,"Distrikt 5","male",38,"ES-ISCED V",37,"9th decile",7,5,4,5,7,NA,5
20621,"Distrikt 5","male",45,"ES-ISCED III",39,"7th decile",6,5,5,6,9,6,6
20622,"Distrikt 5","male",43,"ES-ISCED III",31,"7th decile",5,5,4,6,6,4,4
20623,"Distrikt 5","male",39,"ES-ISCED V",16,"9th decile",8,5,6,5,6,8,6
20624,"Distrikt 5","female",33,"ES-ISCED IV",35,"6th decile",5,6,8,6,6,7,3
20625,"Distrikt 5","female",32,"ES-ISCED IV",40,"5th decile",4,6,3,1,2,3,4
20626,"Distrikt 5","female",55,"ES-ISCED IV",39,"5th decile",5,5,3,6,7,7,6
20627,"Distrikt 5","male",38,"ES-ISCED III",42,"8th decile",7,7,8,6,2,4,4
20628,"Distrikt 5","male",49,"ES-ISCED III",32,"6th decile",4,5,4,2,4,5,9
20629,"Distrikt 5","male",24,"ES-ISCED IV",30,"8th decile",3,3,5,6,6,6,3
20630,"Distrikt 5","female",46,"ES-ISCED III",29,"5th decile",7,4,6,5,4,5,4
20631,"Distrikt 5","female",43,"ES-ISCED II",18,"3rd decile",4,6,3,5,3,2,5
20632,"Distrikt 5","male",52,"ES-ISCED III",20,"6th decile",1,1,3,4,3,3,7
20633,"Distrikt 5","female",52,"ES-ISCED III",46,"4th decile",9,9,3,6,7,5,5
20634,"Distrikt 5","female",52,"ES-ISCED III",24,"4th decile",7,8,5,6,7,3,3
20635,"Distrikt 5","female",52,"ES-ISCED III",47,"4th decile",5,7,3,4,6,5,8
20636,"Distrikt 5","female",35,"ES-ISCED III",22,"3rd decile",1,5,5,7,8,8,1
20637,"Distrikt 5","male",31,"ES-ISCED III",34,"6th decile",1,4,2,1,6,1,6
20638,"Distrikt 5","male",48,"ES-ISCED III",30,"5th decile",6,5,2,5,2,1,7
20639,"Distrikt 5","female",60,"ES-ISCED II",37,"2nd decile",0,3,5,5,3,9,8
20640,"Distrikt 5","female",42,"ES-ISCED V",34,"8th decile",NA,9,6,3,4,5,5
20641,"Distrikt 5","male",32,"ES-ISCED IV",25,"8th decile",8,8,4,5,5,4,5
20642,"Distrikt 5","male",45,"ES-ISCED II",31,"5th decile",8,8,3,6,6,2,6
20643,"Distrikt 5","female",26,"ES-ISCED IV",36,"4th decile",4,4,6,7,7,3,3
20644,"Distrikt 5","female",47,"ES-ISCED III",45,"4th decile",5,6,3,6,2,6,5
20645,"Distrikt 5","male",35,"ES-ISCED III",48,"6th decile",3,3,7,5,3,5,1
20646,"Distrikt 5","female",63,"ES-ISCED II",52,"3rd decile",9,7,6,5,5,2,3
20647,"Distrikt 5","female",54,"ES-ISCED II",34,"4th decile",3,2,4,5,6,6,6
20648,"Distrikt 5","female",50,"ES-ISCED IV",28,"6th decile",10,9,6,5,4,6,6
20649,"Distrikt 5","female",50,"ES-ISCED V",28,"7th decile",2,2,5,9,7,6,10
20650,"Distrikt 5","male",59,"ES-ISCED II",35,"6th decile",7,6,4,4,3,3,6
20651,"Distrikt 5","male",40,"ES-ISCED IV",32,"9th decile",8,9,2,2,4,6,4
20652,"Distrikt 5","female",51,"ES-ISCED III",23,"5th decile",7,4,4,6,5,3,3
20653,"Distrikt 5","male",23,"ES-ISCED V",23,"9th decile",6,6,3,6,6,3,3
20654,"Distrikt 5","male",27,"ES-ISCED V",36,"9th decile",5,4,8,6,6,6,5
20655,"Distrikt 5","female",40,"ES-ISCED V",28,"6th decile",5,4,4,5,4,7,6
20656,"Distrikt 5","female",27,"ES-ISCED V",38,"6th decile",5,6,5,6,4,5,7
20657,"Distrikt 5","male",23,"ES-ISCED V",36,"8th decile",4,6,3,6,8,5,3
20658,"Distrikt 5","male",43,"ES-ISCED IV",39,"8th decile",7,5,3,6,4,3,2
20659,"Distrikt 5","male",24,"ES-ISCED IV",43,"6th decile",1,4,8,5,5,2,2
20660,"Distrikt 5","female",51,"ES-ISCED II",31,"3rd decile",0,2,8,8,5,6,9
20661,"Distrikt 5","female",52,"ES-ISCED IV",23,"6th decile",9,8,3,4,6,7,5
20662,"Distrikt 5","male",29,"ES-ISCED V",25,"9th decile",5,6,4,3,5,2,5
20663,"Distrikt 5","male",49,"ES-ISCED II",33,"4th decile",3,3,6,7,6,5,6
20664,"Distrikt 5","female",42,"ES-ISCED III",22,"4th decile",2,3,0,8,7,4,7
20665,"Distrikt 5","male",32,"ES-ISCED III",23,"5th decile",3,3,0,2,4,5,5
20666,"Distrikt 5","female",44,"ES-ISCED V",23,"7th decile",3,5,2,3,6,5,3
20667,"Distrikt 5","female",24,"ES-ISCED V",35,"6th decile",5,7,6,4,5,7,1
20668,"Distrikt 5","female",54,"ES-ISCED III",27,"4th decile",5,2,7,5,5,8,4
20669,"Distrikt 5","female",62,"ES-ISCED II",29,"5th decile",8,6,8,5,5,4,6
20670,"Distrikt 5","male",60,"ES-ISCED II",26,"5th decile",1,3,6,5,2,5,5
20671,"Distrikt 5","female",45,"ES-ISCED IV",37,"6th decile",5,6,4,1,5,3,7
20672,"Distrikt 5","male",59,"ES-ISCED III",35,"7th decile",8,8,7,5,5,5,5
20673,"Distrikt 5","female",55,"ES-ISCED IV",33,"6th decile",5,3,2,6,7,4,4
20674,"Distrikt 5","male",51,"ES-ISCED I",41,"4th decile",3,5,4,8,5,5,6
20675,"Distrikt 5","male",43,"ES-ISCED II",33,"5th decile",6,7,4,3,5,3,8
20676,"Distrikt 5","male",36,"ES-ISCED IV",33,"6th decile",6,8,7,4,5,3,9
20677,"Distrikt 5","female",21,"ES-ISCED IV",35,"6th decile",4,4,5,6,8,4,0
20678,"Distrikt 5","male",51,"ES-ISCED IV",17,"9th decile",8,9,3,5,3,6,8
20679,"Distrikt 5","female",57,"ES-ISCED III",21,"5th decile",1,2,2,7,5,2,5
20680,"Distrikt 5","male",33,"ES-ISCED IV",38,"7th decile",4,6,6,8,6,8,7
20681,"Distrikt 5","female",62,"ES-ISCED II",41,"2nd decile",6,7,7,5,4,5,6
20682,"Distrikt 5","female",43,"ES-ISCED IV",30,"7th decile",9,8,4,5,4,6,7
20683,"Distrikt 5","male",45,"ES-ISCED III",33,"6th decile",5,5,3,3,4,3,1
20684,"Distrikt 5","female",26,"ES-ISCED IV",32,"4th decile",0,2,5,7,4,10,3
20685,"Distrikt 5","female",41,"ES-ISCED III",48,"2nd decile",5,5,5,4,5,3,5
20686,"Distrikt 5","female",19,"ES-ISCED IV",34,"5th decile",1,4,8,8,8,6,2
20687,"Distrikt 5","female",49,"ES-ISCED III",39,"4th decile",3,5,6,6,5,6,4
20688,"Distrikt 5","female",35,"ES-ISCED IV",40,"4th decile",4,5,3,4,5,4,2
20689,"Distrikt 5","female",36,"ES-ISCED V",34,"7th decile",8,6,6,4,3,4,1
20690,"Distrikt 5","female",56,"ES-ISCED III",39,"4th decile",0,2,2,6,1,4,5
20691,"Distrikt 5","male",37,"ES-ISCED IV",37,"7th decile",5,4,6,5,6,3,5
20692,"Distrikt 5","male",50,"ES-ISCED III",42,"6th decile",6,6,5,9,8,8,3
20693,"Distrikt 5","female",35,"ES-ISCED V",21,"7th decile",4,2,4,2,3,3,6
20694,"Distrikt 5","female",53,"ES-ISCED IV",19,"6th decile",3,6,2,5,5,3,2
20695,"Distrikt 5","male",48,"ES-ISCED III",32,"7th decile",6,7,2,3,6,5,8
20696,"Distrikt 5","female",36,"ES-ISCED V",45,"7th decile",8,7,2,0,3,2,5
20697,"Distrikt 5","male",54,"ES-ISCED III",26,"6th decile",5,4,4,3,7,4,3
20698,"Distrikt 5","female",60,"ES-ISCED II",31,"3rd decile",6,5,5,8,6,4,4
20699,"Distrikt 5","female",42,"ES-ISCED IV",32,"6th decile",6,6,5,4,5,8,5
20700,"Distrikt 5","female",89,"ES-ISCED I",46,"1st decile",5,5,4,7,6,7,9
20701,"Distrikt 5","male",16,"ES-ISCED IV",22,"8th decile",4,5,8,3,3,2,5
20702,"Distrikt 5","female",35,"ES-ISCED IV",30,"6th decile",6,7,3,5,5,3,1
20703,"Distrikt 5","male",60,"ES-ISCED III",26,"7th decile",6,3,4,7,7,4,8
20704,"Distrikt 5","female",48,"ES-ISCED III",29,"5th decile",7,6,9,9,5,8,6
20705,"Distrikt 5","female",48,"ES-ISCED III",43,"4th decile",9,8,7,6,6,8,3
20706,"Distrikt 5","male",46,"ES-ISCED III",34,"5th decile",1,4,1,5,5,6,1
20707,"Distrikt 5","male",64,"ES-ISCED II",28,"5th decile",7,3,2,5,1,1,6
20708,"Distrikt 5","male",58,"ES-ISCED II",41,"5th decile",2,3,10,7,2,9,8
20709,"Distrikt 5","female",31,"ES-ISCED V",23,"7th decile",7,6,1,4,4,3,5
20710,"Distrikt 5","male",52,"ES-ISCED II",34,"5th decile",5,4,8,5,6,6,8
20711,"Distrikt 5","female",NA,NA,29,"6th decile",4,7,5,7,7,7,3
20712,"Distrikt 5","female",31,"ES-ISCED IV",38,"5th decile",6,3,7,8,5,3,2
20713,"Distrikt 5","female",50,"ES-ISCED IV",32,"7th decile",7,5,4,5,4,2,6
20714,"Distrikt 5","male",58,"ES-ISCED II",30,"6th decile",3,2,4,7,7,3,6
20715,"Distrikt 5","female",60,"ES-ISCED III",38,"5th decile",3,4,5,7,7,5,6
20716,"Distrikt 5","male",56,"ES-ISCED II",32,"6th decile",4,5,4,7,9,5,3
20717,"Distrikt 5","female",54,"ES-ISCED III",25,"6th decile",5,5,4,5,3,6,7
20718,"Distrikt 5","female",56,"ES-ISCED IV",29,"6th decile",2,5,6,7,8,5,7
20719,"Distrikt 5","male",41,"ES-ISCED IV",31,"8th decile",2,4,4,3,2,6,5
20720,"Distrikt 5","male",43,"ES-ISCED III",29,"6th decile",NA,0,8,3,5,7,7
20721,"Distrikt 5","female",51,"ES-ISCED III",28,"5th decile",6,6,1,6,3,3,5
20722,"Distrikt 5","male",NA,"ES-ISCED III",17,"7th decile",3,4,5,8,7,4,3
20723,"Distrikt 5","male",62,"ES-ISCED III",27,"6th decile",6,5,7,8,6,4,6
20724,"Distrikt 5","male",36,"ES-ISCED III",20,"7th decile",5,7,3,3,4,4,5
20725,"Distrikt 5","female",36,"ES-ISCED III",40,"5th decile",4,2,5,7,5,4,0
20726,"Distrikt 5","female",39,"ES-ISCED III",33,"4th decile",5,6,3,4,5,4,3
20727,"Distrikt 5","female",48,"ES-ISCED III",41,"4th decile",2,4,5,4,3,4,4
20728,"Distrikt 5","male",34,"ES-ISCED IV",45,"6th decile",6,8,6,6,6,4,5
20729,"Distrikt 5","male",41,"ES-ISCED II",34,"5th decile",5,6,6,8,4,6,9
20730,"Distrikt 5","female",49,"ES-ISCED II",24,"3rd decile",3,3,3,2,5,4,3
20731,"Distrikt 5","female",51,"ES-ISCED IV",40,"5th decile",NA,9,5,5,5,6,8
20732,"Distrikt 5","female",52,"ES-ISCED III",20,"5th decile",10,8,0,0,3,3,5
20733,"Distrikt 5","female",38,"ES-ISCED IV",26,"6th decile",9,6,10,5,4,6,9
20734,"Distrikt 5","male",50,"ES-ISCED IV",36,"8th decile",6,5,4,1,4,6,5
20735,"Distrikt 5","male",50,"ES-ISCED II",39,"6th decile",7,7,3,3,2,2,5
20736,"Distrikt 5","female",54,"ES-ISCED III",33,"4th decile",8,2,8,7,6,3,6
20737,"Distrikt 5","male",31,"ES-ISCED III",37,"5th decile",5,5,5,4,6,3,4
20738,"Distrikt 5","male",38,"ES-ISCED IV",46,"8th decile",8,6,3,3,5,2,5
20739,"Distrikt 5","female",46,"ES-ISCED III",34,"3rd decile",6,6,2,5,6,4,3
20740,"Distrikt 5","female",16,NA,31,"7th decile",8,8,6,5,5,3,4
20741,"Distrikt 5","female",48,"ES-ISCED III",40,"3rd decile",8,6,3,7,7,3,4
20742,"Distrikt 5","male",40,"ES-ISCED IV",44,"7th decile",9,7,2,2,5,5,5
20743,"Distrikt 5","female",55,"ES-ISCED II",38,"3rd decile",3,3,4,3,4,0,9
20744,"Distrikt 5","female",26,"ES-ISCED III",36,"3rd decile",9,8,4,5,5,2,2
20745,"Distrikt 5","female",50,"ES-ISCED III",36,"6th decile",9,9,4,5,6,6,4
20746,"Distrikt 5","female",24,"ES-ISCED IV",31,"5th decile",1,6,6,6,6,3,8
20747,"Distrikt 5","female",34,"ES-ISCED IV",29,"5th decile",0,4,4,7,7,4,5
20748,"Distrikt 5","female",53,"ES-ISCED III",45,"4th decile",0,6,5,2,3,5,7
20749,"Distrikt 5","female",66,"ES-ISCED III",42,"5th decile",5,6,3,5,6,5,6
20750,"Distrikt 5","male",29,"ES-ISCED IV",37,"8th decile",1,2,7,5,5,3,8
20751,"Distrikt 5","male",65,"ES-ISCED I",41,"4th decile",3,2,6,6,4,5,3
20752,"Distrikt 5","male",61,"ES-ISCED II",35,"4th decile",5,5,5,5,6,8,3
20753,"Distrikt 5","male",59,"ES-ISCED II",36,"5th decile",5,6,4,3,6,4,5
20754,"Distrikt 5","female",28,"ES-ISCED IV",45,"4th decile",4,6,2,4,4,3,4
20755,"Distrikt 5","male",39,"ES-ISCED III",32,"6th decile",7,4,3,8,5,6,6
20756,"Distrikt 5","female",42,"ES-ISCED III",20,"4th decile",8,6,4,5,3,4,4
20757,"Distrikt 5","male",39,"ES-ISCED IV",29,"9th decile",4,4,5,3,4,3,1
20758,"Distrikt 5","female",21,"ES-ISCED V",37,"6th decile",3,3,7,5,3,5,4
20760,"Distrikt 5","female",40,"ES-ISCED IV",34,"7th decile",8,8,2,4,3,5,5
20761,"Distrikt 5","female",51,"ES-ISCED III",34,"4th decile",9,7,5,5,3,4,4
20762,"Distrikt 5","female",42,"ES-ISCED II",25,"3rd decile",3,4,4,7,5,5,5
20763,"Distrikt 5","male",34,NA,33,"10th decile",10,8,5,4,5,8,6
20764,"Distrikt 5","female",33,"ES-ISCED V",38,"6th decile",7,6,5,2,3,7,7
20765,"Distrikt 5","female",23,"ES-ISCED III",29,"4th decile",6,8,9,7,5,4,2
20766,"Distrikt 5","male",34,"ES-ISCED III",48,"6th decile",9,8,6,6,7,6,6
20767,"Distrikt 5","male",41,"ES-ISCED II",46,"5th decile",9,9,4,6,4,7,3
20768,"Distrikt 5","female",48,"ES-ISCED III",30,"5th decile",3,4,6,6,2,5,8
20769,"Distrikt 5","female",40,"ES-ISCED IV",36,"5th decile",6,5,4,8,4,3,4
20770,"Distrikt 5","female",54,"ES-ISCED II",26,"3rd decile",5,4,5,4,7,7,6
20771,"Distrikt 5","female",59,"ES-ISCED I",26,"3rd decile",0,1,3,4,7,6,3
20772,"Distrikt 5","male",52,"ES-ISCED III",18,"8th decile",1,2,7,6,8,6,5
20773,"Distrikt 5","male",67,"ES-ISCED I",36,"5th decile",6,4,7,7,8,4,4
20774,"Distrikt 5","female",63,"ES-ISCED III",38,"4th decile",4,5,3,4,4,3,7
20775,"Distrikt 5","male",40,"ES-ISCED IV",33,"8th decile",4,7,7,9,4,8,7
20776,"Distrikt 5","female",31,"ES-ISCED V",29,"6th decile",5,3,6,7,6,10,5
20777,"Distrikt 5","male",45,"ES-ISCED III",43,"7th decile",5,5,6,6,6,0,7
20778,"Distrikt 5","female",43,"ES-ISCED II",39,"2nd decile",1,3,6,5,4,7,4
20779,"Distrikt 5","male",34,"ES-ISCED IV",29,"7th decile",4,3,3,5,2,3,3
20780,"Distrikt 5","male",61,"ES-ISCED II",37,"6th decile",9,8,4,2,3,2,6
20781,"Distrikt 5","male",19,NA,40,"9th decile",1,2,6,8,5,4,6
20782,"Distrikt 5","female",49,"ES-ISCED III",40,"5th decile",3,5,2,7,5,4,4
20783,"Distrikt 5","female",40,"ES-ISCED V",32,"7th decile",4,4,2,4,5,6,6
20784,"Distrikt 5","male",19,"ES-ISCED III",20,"7th decile",2,2,7,7,4,7,2
20785,"Distrikt 5","female",47,"ES-ISCED III",41,"4th decile",5,6,2,6,4,4,7
20786,"Distrikt 5","female",34,"ES-ISCED IV",46,"6th decile",6,4,4,8,8,8,3
20787,"Distrikt 5","female",54,"ES-ISCED III",31,"4th decile",5,4,4,5,4,3,5
20788,"Distrikt 5","female",45,"ES-ISCED IV",22,"5th decile",6,6,5,4,6,8,6
20789,"Distrikt 5","female",50,"ES-ISCED III",35,"4th decile",4,5,1,3,5,1,9
20790,"Distrikt 5","male",NA,"ES-ISCED V",27,"8th decile",8,7,9,8,4,5,1
20791,"Distrikt 5","female",44,"ES-ISCED III",39,"3rd decile",3,5,3,5,6,7,1
20792,"Distrikt 5","male",28,"ES-ISCED IV",32,"7th decile",6,7,1,5,5,3,4
20793,"Distrikt 5","female",34,"ES-ISCED III",32,"5th decile",2,3,2,6,4,5,2
20794,"Distrikt 5","male",48,"ES-ISCED III",42,"5th decile",7,6,5,5,3,8,3
20795,"Distrikt 5","female",41,"ES-ISCED IV",37,"6th decile",6,6,5,5,6,4,7
20796,"Distrikt 5","female",42,"ES-ISCED IV",30,"6th decile",5,5,6,7,6,3,7
20797,"Distrikt 5","male",60,"ES-ISCED II",30,"5th decile",0,0,8,6,7,7,6
20798,"Distrikt 5","female",55,"ES-ISCED III",48,"3rd decile",2,3,6,4,6,5,5
